userId_1,userId_2,distance
1,2,1.4142135623730951
1,3,8.200609733428363
1,4,11.135528725660043
1,5,3.7416573867739413
1,6,8.602325267042627
1,7,7.106335201775948
1,8,3.7416573867739413
1,9,1.0
1,10,7.858116822750856
1,11,4.242640687119285
1,12,0.7071067811865476
1,13,1.4142135623730951
1,14,5.0
1,15,5.852349955359813
1,16,7.22841614740048
1,17,4.6097722286464435
1,18,8.426149773176359
1,19,17.60681686165901
1,20,6.48074069840786
1,21,9.096702699330127
1,22,5.244044240850758
1,23,5.408326913195984
1,24,4.415880433163924
1,25,1.4142135623730951
1,26,2.23606797749979
1,27,9.219544457292887
1,28,14.882876066137216
1,29,4.55521678957215
1,30,1.8027756377319946
1,31,4.58257569495584
1,32,5.196152422706632
1,33,5.916079783099616
1,34,6.363961030678928
1,35,2.23606797749979
1,36,6.519202405202649
1,37,4.0
1,38,5.5677643628300215
1,39,11.090536506409418
1,40,6.855654600401044
1,41,10.198039027185569
1,42,12.0
1,43,4.795831523312719
1,44,3.7416573867739413
1,45,10.653637876331258
1,46,3.3166247903554
1,47,6.244997998398398
1,48,4.123105625617661
1,49,1.0
1,50,7.33143914930759
1,51,10.476163419878482
1,52,2.5495097567963922
1,53,1.0
1,54,4.123105625617661
1,55,6.5383484153110105
1,56,3.3166247903554
1,57,13.19090595827292
1,58,4.898979485566356
1,59,9.0
1,60,2.449489742783178
1,61,3.082207001484488
1,62,3.6742346141747673
1,63,9.669539802906858
1,64,11.335784048754634
1,65,1.3228756555322954
1,66,8.411301920630361
1,67,3.4641016151377544
1,68,21.558061137310098
1,69,3.3166247903554
1,70,3.0
1,71,5.744562646538029
1,72,2.7386127875258306
1,73,3.8078865529319543
1,74,4.358898943540674
1,75,9.192388155425117
1,76,9.40744386111339
1,77,0.0
1,78,4.949747468305833
1,79,5.744562646538029
1,80,3.0413812651491097
1,81,6.082762530298219
1,82,7.365459931328117
1,83,7.0178344238090995
1,84,7.810249675906654
1,85,0.0
1,86,3.7080992435478315
1,87,2.0
1,88,2.5
1,89,12.389511693363866
1,90,1.4142135623730951
1,91,13.518505834595775
1,92,1.118033988749895
1,93,5.916079783099616
1,94,4.58257569495584
1,95,4.123105625617661
1,96,8.54400374531753
1,97,2.6457513110645907
1,98,5.979130371550699
1,99,2.449489742783178
1,100,5.545268253204709
1,101,4.795831523312719
1,102,5.0
1,103,7.697402159170326
1,104,9.354143466934854
1,105,5.744562646538029
1,106,2.5
1,107,2.449489742783178
1,108,3.605551275463989
1,109,6.782329983125268
1,110,3.3166247903554
1,111,10.920164833920778
1,112,3.3166247903554
1,113,3.0
1,114,3.122498999199199
1,115,8.426149773176359
1,116,7.483314773547883
1,117,6.928203230275509
1,118,3.0
1,119,3.5
1,120,3.1622776601683795
1,121,4.242640687119285
1,122,5.315072906367325
1,123,2.5
1,124,4.06201920231798
1,125,4.330127018922194
1,126,5.385164807134504
1,127,1.0
1,128,3.3166247903554
1,129,5.634713834792322
1,130,3.1622776601683795
1,131,6.324555320336759
1,132,12.24744871391589
1,133,4.47213595499958
1,134,4.242640687119285
1,135,10.099504938362077
1,136,6.244997998398398
1,137,6.461423991660043
1,138,5.545268253204709
1,139,4.301162633521313
1,140,10.428326807307105
1,141,7.713624310270756
1,142,3.7416573867739413
1,143,4.153311931459037
1,144,6.34428877022476
1,145,2.8284271247461903
1,146,1.5
1,147,5.123475382979799
1,148,2.0
1,149,6.557438524302
1,150,2.8284271247461903
1,151,3.3166247903554
1,152,3.9370039370059056
1,153,13.592277219068187
1,154,1.118033988749895
1,155,4.242640687119285
1,156,12.409673645990857
1,157,1.7320508075688772
1,158,3.24037034920393
1,159,5.916079783099616
1,160,18.7949461292125
1,161,2.9154759474226504
1,162,1.4142135623730951
1,163,3.1622776601683795
1,164,5.385164807134504
1,165,4.242640687119285
1,166,6.800735254367722
1,167,6.59545297913646
1,168,3.840572873934304
1,169,5.522680508593631
1,170,3.1622776601683795
1,171,4.358898943540674
1,172,2.958039891549808
1,173,2.8284271247461903
1,174,5.291502622129181
1,176,2.6457513110645907
1,177,16.25576820700886
1,178,3.0413812651491097
1,179,4.58257569495584
1,180,3.2015621187164243
1,181,7.483314773547883
1,182,15.88238017426859
1,183,5.916079783099616
1,184,1.5
1,185,3.3166247903554
1,186,7.54983443527075
1,187,10.677078252031311
1,188,2.23606797749979
1,189,1.8027756377319946
1,190,2.23606797749979
1,191,4.47213595499958
1,192,3.1622776601683795
1,193,6.224949798994366
1,194,2.5
1,195,9.273618495495704
1,196,2.179449471770337
1,197,4.358898943540674
1,198,9.643650760992955
1,199,9.72111104761179
1,200,7.729812416870153
1,201,5.916079783099616
1,202,11.045361017187261
1,203,6.461423991660043
1,204,2.5495097567963922
1,205,1.8708286933869707
1,206,2.449489742783178
1,207,2.179449471770337
